[[0, 1]]
[[3.556795617939062, 0.23409950631531704], [7.06061038220194, 0.22478681797781624], [10.130921250053586, 0.3739020324421363], [12.758819018404909, 0.1672116432647304]]
[[3.2747844827586206, 0.5255557128698853], [6.878295081967213, 0.21591391759875406], [9.894971613949716, 0.1396573693897777], [13.388280133396856, 0.11887300014158289]]
[[3.322637131725255, 0.5155037010290666], [6.886916170684959, 0.22370915327676477], [9.894835387735997, 0.14463350785340315], [13.314746454245192, 0.11615363784076548]]
[[3.125811465667002, 0.5635885808512832], [6.8850754030161205, 0.19818612800164898], [9.903996865203762, 0.13150571988044935], [13.342346692419122, 0.10671957126661857]]
[[3.1015848635062486, 0.6340135452171218], [6.860099928622413, 0.1860475410561728], [9.87584175084175, 0.105174627063875], [13.251036116044997, 0.07476428666283033]]
[[3.0927971985751372, 0.6845912209638754], [6.850230414746544, 0.17938331817806066], [9.804646752015174, 0.08717037281970737], [13.22165820642978, 0.048855088038356614]]
[[2.945266272189349, 0.6085293124789017], [6.822998193859121, 0.18690221672105323], [10.029182879377432, 0.1156745808484303], [12.526582278481012, 0.08889388995161472]]
[[3.366118569920048, 0.3623493399655634], [7.007503684845236, 0.20396840580502337], [9.714532400254477, 0.3007187952663369], [12.935046248715313, 0.13296345896307635]]
[[3.2956890731989583, 0.37579733256016234], [6.960544939844303, 0.20484198318353145], [9.972926596758818, 0.19009133082052768], [13.45099588997787, 0.22926935343577848]]
[[3.295992426633007, 0.5354125836318172], [6.885692883895131, 0.22555247685341623], [9.906295399515738, 0.1395553152666081], [13.262228260869565, 0.09947962424815841]]
[[3.4721750833869742, 0.44307604552879254], [6.923730507796881, 0.2593792942518603], [9.899819222657428, 0.17210713267131633], [13.288342290202563, 0.1254375275480308]]
[[3.412936644972772, 0.35398937420659177], [6.927237912876975, 0.19643612769758803], [10.250768180266302, 0.275424326484555], [12.759449244060475, 0.17415017161126523]]
[[3.3309099119440053, 0.5537357471494299], [6.862982832618026, 0.23304660932186438], [9.856079890346583, 0.1277005401080216], [13.287426900584796, 0.08551710342068414]]
[[3.260708886275827, 0.5571883189816548], [6.8909012505390255, 0.21705353800074878], [9.857868020304569, 0.12907150879820292], [13.249757986447241, 0.09668663421939348]]
[[2.5031731640979147, 0.9459691252144082], [6.955555555555556, 0.038593481989708404], [10.1, 0.008576329331046312], [12.75, 0.00686106346483705]]
[[3.5376254180602005, 0.4908176874935878], [6.8271896660365465, 0.32563865804863035], [9.811914893617022, 0.1205499127936801], [13.179967426710098, 0.06299374166410178]]
[[3.2256028368794327, 0.7945900253592562], [6.549880830779707, 0.16551141166525782], [9.79, 0.02817695125387433], [13.182692307692308, 0.011721611721611722]]
[[2.9869396968719766, 0.8045142041769361], [6.761396702230844, 0.13373978466727202], [9.727810650887575, 0.04384485666104553], [13.195652173913043, 0.0179011544947464]]
[[3.226994791273496, 0.40908529429930207], [6.9976338361431525, 0.20881971465629054], [9.854472339963047, 0.28413933666851954], [13.075346784363179, 0.09795565437588784]]
