,name,N,T max,duration,profit
0,c_r_rc_100_100-c101.txt,100,1236.0,45.48277449607849,340.0
1,c_r_rc_100_50-50_c101.txt,50,1236.0,19.94109797477722,320.0
2,c_r_rc_200_100-c201.txt,100,3390.0,93.74379348754883,850.0
3,pr01_10-pr01.txt,48,1000.0,17.80707883834839,552.0
4,pr11_20-pr11.txt,48,1000.0,17.457432746887207,557.0
