Algorithm;Alpha;Number_scenarios;goal;taken_time;violation_probability;expected_duration;is_feasible
Julia;0;1;40.0;3.327000141143799;0;118.35794638445152;1
Julia;0;2;30.999999999999993;8.047000169754028;0;63.11271278005038;1
Julia;0;3;30.000000000000004;51.08999991416931;0;58.14072201171195;1
Julia;0;4;28.00000000000001;589.4930000305176;0;55.734865230719706;1
Julia;0;5;28.0;2892.4939999580383;0;51.366361187669455;1
